match_id,team_name,family_name,shirt_number,minute_regulation,minute_stoppage,own_goal,penalty,goal_keeper,defender,midfielder,forward,count_tournaments,home_team,away_team,goals_for,goals_against,goal_differential,extra_time,penalty_shootout,penalties_for,penalties_against,win,lose,draw,performace
M-2014-58,Brazil,Silva,3,7,0,0,0,0,1,0,0,3,1,0,2,1,1,0,0,0,0,1,0,0,fourth place
M-2014-61,Brazil,Oscar,11,90,0,0,0,0,0,1,0,1,1,0,1,7,-6,0,0,0,0,0,1,0,fourth place
M-2018-01,Russia,Cheryshev,6,43,0,0,0,0,0,1,0,1,1,0,5,0,5,0,0,0,0,1,0,0,quater-finals
M-2018-01,Russia,Cheryshev,6,90,1,0,0,0,0,1,0,1,1,0,5,0,5,0,0,0,0,1,0,0,quater-finals
M-2018-01,Russia,Dzyuba,22,71,0,0,0,0,0,0,1,1,1,0,5,0,5,0,0,0,0,1,0,0,quater-finals
M-2018-01,Russia,Gazinsky,8,12,0,0,0,0,0,1,0,1,1,0,5,0,5,0,0,0,0,1,0,0,quater-finals
M-2018-01,Russia,Golovin,17,90,4,0,0,0,0,1,0,1,1,0,5,0,5,0,0,0,0,1,0,0,quater-finals
M-2018-17,Russia,Cheryshev,6,59,0,0,0,0,0,1,0,1,1,0,3,1,2,0,0,0,0,1,0,0,quater-finals
M-2018-17,Russia,Dzyuba,22,62,0,0,0,0,0,0,1,1,1,0,3,1,2,0,0,0,0,1,0,0,quater-finals
M-2018-17,Russia,Fathy,7,47,0,1,0,0,1,0,0,1,1,0,3,1,2,0,0,0,0,1,0,0,quater-finals
M-2018-51,Russia,Dzyuba,22,41,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,4,3,1,0,0,quater-finals
M-2018-60,Russia,Cheryshev,6,31,0,0,0,0,0,1,0,1,1,0,2,2,0,1,1,3,4,0,1,0,quater-finals
M-2018-60,Russia,Fernandes,2,115,0,0,0,0,1,0,0,1,1,0,2,2,0,1,1,3,4,0,1,0,quater-finals

